loss,auc-pr,val_loss,val_auc-pr
0.672553300857544,0.5756025314331055,0.6619764566421509,0.6384859085083008
0.6418331265449524,0.698656439781189,0.6420789361000061,0.7158363461494446
0.6197330951690674,0.7724457383155823,0.6253215074539185,0.7616522312164307
0.601824164390564,0.8123129606246948,0.6135557889938354,0.7842695713043213
0.5866631865501404,0.8354676961898804,0.6024051904678345,0.8013772964477539
0.5740348100662231,0.8496348857879639,0.5934675931930542,0.8114631772041321
0.5634044408798218,0.8591253757476807,0.5858854055404663,0.8191931843757629
0.55440354347229,0.866433322429657,0.5789816379547119,0.8248147964477539
0.5465413928031921,0.8722915649414062,0.5729721784591675,0.8300294876098633
0.539691150188446,0.8768174648284912,0.5678996443748474,0.8334900140762329
0.5336698889732361,0.8806560039520264,0.5633699893951416,0.8358311653137207
0.5283894538879395,0.8841175436973572,0.5593921542167664,0.8376246690750122
0.5237740874290466,0.8867353200912476,0.5559553503990173,0.8406933546066284
0.5197544693946838,0.8890739679336548,0.5529386401176453,0.8408900499343872
0.5162107944488525,0.8909071683883667,0.5503129363059998,0.8424572944641113
0.5130404829978943,0.8928811550140381,0.5479414463043213,0.8437744379043579
0.5102365016937256,0.8943521976470947,0.5459460020065308,0.844103217124939
0.5077293515205383,0.8955019116401672,0.544205367565155,0.844799280166626
0.5054627656936646,0.8964861035346985,0.5427795052528381,0.846001386642456
0.503447949886322,0.8975202441215515,0.5414646863937378,0.846297025680542
0.5016186237335205,0.8986478447914124,0.5402494072914124,0.8465816974639893
0.4999489188194275,0.8995365500450134,0.5390762090682983,0.846756637096405
0.49842333793640137,0.9003148078918457,0.5381364226341248,0.8481571674346924
0.49700450897216797,0.9011983275413513,0.5373245477676392,0.8488588929176331
0.4956963360309601,0.9019492864608765,0.5365098118782043,0.8486875295639038
0.4944976568222046,0.9024436473846436,0.5357195734977722,0.8479360938072205
0.4933868944644928,0.9031627178192139,0.5350422859191895,0.8480585813522339
0.4923441708087921,0.9036189913749695,0.5343787670135498,0.8480731248855591
0.49136996269226074,0.9039981961250305,0.5338350534439087,0.8473862409591675
0.49046051502227783,0.904556155204773,0.5333567261695862,0.8474939465522766
0.48960548639297485,0.9051007032394409,0.5327711701393127,0.8493467569351196
0.48883673548698425,0.905403196811676,0.5324411392211914,0.848548412322998
0.488098680973053,0.9057266712188721,0.5321048498153687,0.8496366739273071
0.487405389547348,0.9060106873512268,0.531731903553009,0.8492770195007324
0.48676177859306335,0.9062267541885376,0.5314262509346008,0.8488824963569641
0.4861524701118469,0.9064297676086426,0.5312097668647766,0.8483312129974365
0.48558181524276733,0.9067898988723755,0.5308957099914551,0.8484123945236206
0.4850393235683441,0.9067889451980591,0.5307769179344177,0.8482820987701416
0.4845260679721832,0.9073009490966797,0.5304803848266602,0.8487725257873535
0.48404040932655334,0.9074345827102661,0.5302788019180298,0.8485248684883118
0.483568400144577,0.9077965021133423,0.5300477743148804,0.8484640121459961
0.4831234812736511,0.9079416990280151,0.5298970341682434,0.8487235307693481
0.48269498348236084,0.9080678224563599,0.5299096703529358,0.8486921787261963
0.4822959005832672,0.9086586236953735,0.5296079516410828,0.8483693599700928
0.48191264271736145,0.9085408449172974,0.5294964909553528,0.8482488393783569
0.48154187202453613,0.9085878133773804,0.5294865965843201,0.8478977680206299
0.4811885356903076,0.909136176109314,0.5291845798492432,0.8481128811836243
0.48085322976112366,0.9091513156890869,0.5291150808334351,0.8480790257453918
0.4805206060409546,0.9095221757888794,0.5288697481155396,0.8480497598648071
0.48022177815437317,0.9095848202705383,0.5288465023040771,0.8482511043548584
0.47992101311683655,0.9095743298530579,0.528862714767456,0.8481107950210571
0.4796196222305298,0.9099888801574707,0.5286964178085327,0.8478127717971802
0.4793485701084137,0.9096599817276001,0.5288759469985962,0.8476929664611816
0.47908708453178406,0.9103039503097534,0.528638482093811,0.8479405641555786
0.4788301885128021,0.9102829694747925,0.5285564661026001,0.8480038642883301
0.47857797145843506,0.9102521538734436,0.5285214185714722,0.8480246067047119
0.47833797335624695,0.9103950262069702,0.5284920930862427,0.8482570052146912
0.47810614109039307,0.9106898307800293,0.5285142064094543,0.8487105369567871
0.4778743088245392,0.9111648797988892,0.5282222032546997,0.8485628962516785
0.4776676595211029,0.9109847545623779,0.5282511115074158,0.848328709602356
0.4774639904499054,0.9112814664840698,0.5281862020492554,0.84797602891922
0.47725945711135864,0.9109847545623779,0.5283834934234619,0.8479785919189453
0.4770629107952118,0.9111786484718323,0.5284102559089661,0.8477894067764282
0.47687333822250366,0.9115854501724243,0.5281383395195007,0.8479688167572021
0.4766909182071686,0.9114195108413696,0.5280722379684448,0.848147451877594
0.47651395201683044,0.9115127921104431,0.5279918909072876,0.8486588001251221
0.47634056210517883,0.9116230010986328,0.5279996991157532,0.8487181663513184
0.47617068886756897,0.9114841222763062,0.5281065106391907,0.8482013940811157
0.4760048985481262,0.9115912914276123,0.528193473815918,0.8481630086898804
0.47584888339042664,0.9118561744689941,0.5280729532241821,0.8484781384468079
0.47569483518600464,0.9119372367858887,0.5279918313026428,0.848711371421814
0.4755445718765259,0.9119911193847656,0.5280386805534363,0.8486148118972778
0.47539108991622925,0.9120241403579712,0.5279057621955872,0.8486911058425903
0.47525304555892944,0.9120732545852661,0.5279343128204346,0.8486664295196533
0.47511109709739685,0.9122587442398071,0.5280029773712158,0.8485495448112488
0.4749746322631836,0.912239134311676,0.5278983116149902,0.8483141660690308
0.4748455882072449,0.9122709631919861,0.527944803237915,0.8482621908187866
0.4747033417224884,0.9123788475990295,0.5280884504318237,0.8484354019165039
0.4745870530605316,0.9125957489013672,0.527896523475647,0.8484468460083008
0.47445547580718994,0.912555992603302,0.5279049277305603,0.8483620285987854
0.4743344783782959,0.9127623438835144,0.5278119444847107,0.8477790951728821
0.47421327233314514,0.9124623537063599,0.5278581380844116,0.8476837873458862
0.4740888476371765,0.9126976132392883,0.5276647210121155,0.8475923538208008
0.4739868640899658,0.9128187894821167,0.5276205539703369,0.847515881061554
0.47388195991516113,0.9123768210411072,0.5276687741279602,0.8475286960601807
0.4737754166126251,0.9126818180084229,0.5276433229446411,0.8473489880561829
0.47366902232170105,0.9125962257385254,0.5276332497596741,0.8474236130714417
0.47356516122817993,0.9125372171401978,0.5277552604675293,0.8473626375198364
0.4734608829021454,0.9124038219451904,0.5276124477386475,0.8473057746887207
0.47337788343429565,0.9123064279556274,0.5277568697929382,0.8477492332458496
0.47327402234077454,0.9126549363136292,0.527546226978302,0.8473488092422485
0.4731844663619995,0.9124628305435181,0.5276623964309692,0.8472198247909546
0.4730943739414215,0.9125468730926514,0.5276024341583252,0.8472779393196106
0.47300904989242554,0.9128134846687317,0.5275428891181946,0.8468461036682129
0.4729156494140625,0.9127107858657837,0.527576744556427,0.8468243479728699
0.4728315472602844,0.9127816557884216,0.5276897549629211,0.8470139503479004
0.4727499186992645,0.9128262996673584,0.5276561975479126,0.8471185564994812
0.47266173362731934,0.9131824970245361,0.5274912118911743,0.8470120429992676
0.472582072019577,0.9130838513374329,0.5275236964225769,0.8473513722419739
0.47250571846961975,0.9132684469223022,0.5276354551315308,0.8472191095352173
