loss,auc-pr,val_loss,val_auc-pr
0.694398820400238,0.5194926261901855,0.7084195017814636,0.49182552099227905
0.6927951574325562,0.5246443748474121,0.7038373947143555,0.5281199216842651
0.6914556622505188,0.5303244590759277,0.699088454246521,0.5700334310531616
0.6897343397140503,0.5346741676330566,0.6981455683708191,0.6127071380615234
0.6879579424858093,0.5437878966331482,0.6926051378250122,0.6561317443847656
0.6855422854423523,0.5536562204360962,0.6880111694335938,0.688988208770752
0.6836141347885132,0.5631781816482544,0.6815546751022339,0.7200864553451538
0.6814150810241699,0.5732595920562744,0.6770147681236267,0.7405110597610474
0.6792184710502625,0.5838346481323242,0.6702142953872681,0.7586396932601929
0.6758525371551514,0.597028374671936,0.6646958589553833,0.7708703279495239
0.6709519624710083,0.6191145181655884,0.6583726406097412,0.7809551954269409
0.667421281337738,0.6338440179824829,0.6502313017845154,0.7882754802703857
0.6634612679481506,0.6493902206420898,0.6427322626113892,0.7938032150268555
0.6584022641181946,0.6676607131958008,0.6354818940162659,0.7976070642471313
0.6530857086181641,0.6836879849433899,0.6288508772850037,0.7997328042984009
0.6469542384147644,0.7018277645111084,0.6208833456039429,0.8018834590911865
0.6414579749107361,0.7162767648696899,0.6139824390411377,0.804020881652832
0.6356910467147827,0.7222133874893188,0.6084011197090149,0.8042258024215698
0.629099428653717,0.7379146814346313,0.6032025218009949,0.8037809729576111
0.6223879456520081,0.7475975155830383,0.5986862182617188,0.8042198419570923
0.6177621483802795,0.7498739361763,0.5946357250213623,0.8035424947738647
0.6129465699195862,0.7526116371154785,0.5912758708000183,0.8025578260421753
0.6065463423728943,0.7587518692016602,0.5880264639854431,0.8067790269851685
0.6022368669509888,0.7613587379455566,0.5856344699859619,0.80641108751297
0.5988584756851196,0.7608788013458252,0.5834087133407593,0.8089916706085205
0.5941505432128906,0.7658392190933228,0.5816636085510254,0.807453989982605
0.5903346538543701,0.7662692070007324,0.5798295140266418,0.8071424961090088
0.5872512459754944,0.7698469161987305,0.5778374075889587,0.8092278242111206
0.5846498012542725,0.7681393623352051,0.5761943459510803,0.8090473413467407
0.5807622671127319,0.7722057104110718,0.5747247338294983,0.8115106821060181
0.5775867700576782,0.7715893387794495,0.5734288096427917,0.8126552104949951
0.5753762722015381,0.7738126516342163,0.572100818157196,0.812507152557373
0.571782648563385,0.7776046991348267,0.570431113243103,0.8143455982208252
0.5701032876968384,0.7775282859802246,0.5692328810691833,0.8132027983665466
0.5673679709434509,0.7800207138061523,0.5680038928985596,0.8111990094184875
0.5652801394462585,0.782974123954773,0.5670879483222961,0.8096121549606323
0.5633595585823059,0.7835104465484619,0.5659008622169495,0.8103564381599426
0.5619056820869446,0.7860960960388184,0.5641385912895203,0.8113797903060913
0.559947669506073,0.7853496670722961,0.5627376437187195,0.8140417337417603
0.5583189129829407,0.7867430448532104,0.5616214275360107,0.8163003325462341
0.5568994283676147,0.7876800298690796,0.5600764751434326,0.8185503482818604
0.5554345846176147,0.7902363538742065,0.559011697769165,0.8183661103248596
0.5537346601486206,0.792299747467041,0.5578140616416931,0.8186120986938477
0.5517705082893372,0.7939585447311401,0.5568721294403076,0.820036768913269
0.5500205159187317,0.7968757152557373,0.5555154085159302,0.8195876479148865
0.5490504503250122,0.7958293557167053,0.5551822781562805,0.8202613592147827
0.5472293496131897,0.7995574474334717,0.5544803142547607,0.8211635947227478
0.5457823872566223,0.7998949885368347,0.5535075664520264,0.8207781910896301
0.5452898740768433,0.8016898036003113,0.5527946949005127,0.8205342292785645
0.5444426536560059,0.8034101724624634,0.5521023273468018,0.8205400705337524
0.5413832068443298,0.8096909523010254,0.5516870617866516,0.8195147514343262
0.5423029661178589,0.8055025935173035,0.5510361790657043,0.8196462392807007
0.5394262075424194,0.8081609606742859,0.5506117343902588,0.8182321190834045
0.5395204424858093,0.8095826506614685,0.5499151349067688,0.817173421382904
0.5375682711601257,0.8137527704238892,0.5493834018707275,0.8179929256439209
0.5373830199241638,0.811158299446106,0.5488796234130859,0.8192621469497681
0.5363732576370239,0.8138173818588257,0.5478617548942566,0.8177543878555298
0.535971462726593,0.8130161762237549,0.5472005605697632,0.8175826072692871
0.5347942113876343,0.8154571056365967,0.5465753078460693,0.816853940486908
0.5342751741409302,0.8188265562057495,0.5465617179870605,0.8174171447753906
0.5320464372634888,0.8198132514953613,0.5462162494659424,0.8175767660140991
0.5321986079216003,0.8209073543548584,0.5453858375549316,0.8176189661026001
0.5308051109313965,0.8211431503295898,0.5446990728378296,0.8175095319747925
0.5302305817604065,0.8226202726364136,0.5440241098403931,0.8196306228637695
0.5288378596305847,0.8258544206619263,0.5437239408493042,0.8187922239303589
0.528840184211731,0.8244974613189697,0.5439020991325378,0.8189273476600647
