loss,auc_4,val_loss,val_auc_4
0.6902785897254944,0.5219203233718872,0.6868322491645813,0.5889687538146973
0.6672468781471252,0.6738090515136719,0.6675829291343689,0.6948162317276001
0.6470792293548584,0.7561525106430054,0.6512251496315002,0.7444859743118286
0.6281548142433167,0.7963567972183228,0.6339694261550903,0.7759213447570801
0.6113069653511047,0.817884624004364,0.621515691280365,0.7882778644561768
0.5972527861595154,0.8282111883163452,0.6090635061264038,0.7996143102645874
0.5853824615478516,0.8349188566207886,0.5992235541343689,0.8048628568649292
0.5749943256378174,0.8402767181396484,0.5897908806800842,0.8103330135345459
0.5656729340553284,0.8451072573661804,0.5819408297538757,0.8140468597412109
0.5573757290840149,0.8488761782646179,0.5749870538711548,0.8165011405944824
0.5500910878181458,0.8523635864257812,0.5686891674995422,0.8180862069129944
0.543656051158905,0.8555129170417786,0.5632889270782471,0.8197866678237915
0.5380861163139343,0.8576827049255371,0.5586658716201782,0.8213145136833191
0.5332672595977783,0.8598789572715759,0.5547084212303162,0.8199251890182495
0.5290648341178894,0.8617380857467651,0.5513312220573425,0.8220489025115967
0.5253618955612183,0.8638277053833008,0.5483825206756592,0.8223034143447876
0.5221002101898193,0.8653369545936584,0.5458441376686096,0.8232722282409668
0.5192050933837891,0.8668898344039917,0.5436730980873108,0.8238456845283508
0.5166521668434143,0.86851966381073,0.5417265295982361,0.8256714940071106
0.5143316984176636,0.870065450668335,0.539990246295929,0.8275126218795776
0.5122206211090088,0.8713721036911011,0.5384999513626099,0.8286135792732239
0.5103041529655457,0.8730085492134094,0.5371586084365845,0.8296344876289368
0.5085389614105225,0.8747377395629883,0.5359316468238831,0.8299911022186279
0.5069631934165955,0.8757839202880859,0.5348154902458191,0.8313818573951721
0.5054896473884583,0.8769034147262573,0.5338812470436096,0.83372962474823
0.504115104675293,0.8777050971984863,0.5329887866973877,0.8348742723464966
0.5028265118598938,0.879124641418457,0.5320839285850525,0.8360422849655151
0.501622200012207,0.879915714263916,0.5313255190849304,0.837866485118866
0.5004740357398987,0.8813270330429077,0.5307256579399109,0.8402661085128784
0.4993669092655182,0.8827803134918213,0.5299834609031677,0.8410682082176208
0.4983345866203308,0.8836377859115601,0.5295644998550415,0.842322587966919
0.4973680377006531,0.8848794102668762,0.5289749503135681,0.8428788185119629
0.49646660685539246,0.8856438994407654,0.5286146402359009,0.8438026905059814
0.4956054091453552,0.8864631652832031,0.5281853675842285,0.8452057838439941
0.4947647154331207,0.887222170829773,0.5280002951622009,0.8461992144584656
0.4939999580383301,0.8886727094650269,0.527439534664154,0.8465989828109741
0.49328163266181946,0.8893299698829651,0.5271264314651489,0.8479614853858948
0.49258652329444885,0.8900207877159119,0.5269738435745239,0.8492079973220825
0.4919127821922302,0.8909405469894409,0.526698887348175,0.8498777151107788
0.49127864837646484,0.8912386298179626,0.526543915271759,0.8505595922470093
0.49065715074539185,0.8924224972724915,0.5260311961174011,0.8511636257171631
0.4901029169559479,0.8927351236343384,0.5259436368942261,0.8519337773323059
0.48954981565475464,0.8934997916221619,0.5257349610328674,0.852558970451355
0.4889967441558838,0.8942190408706665,0.5254688858985901,0.8530402183532715
0.48848676681518555,0.8946558833122253,0.5253509879112244,0.8538711667060852
0.4879746437072754,0.8951358795166016,0.5252116322517395,0.8542832136154175
0.4874911904335022,0.8957538604736328,0.525110125541687,0.8550734519958496
0.4870128631591797,0.8961473107337952,0.5252189040184021,0.8553503751754761
0.4865924119949341,0.8967412710189819,0.5250094532966614,0.8549638986587524
0.4861396849155426,0.8972227573394775,0.5250495076179504,0.8557406663894653
0.485750287771225,0.897890567779541,0.5247495770454407,0.855524480342865
0.48534852266311646,0.8983249068260193,0.5245659947395325,0.8561969995498657
0.48497331142425537,0.8989269733428955,0.5243691205978394,0.8563427925109863
0.4846220314502716,0.8991169929504395,0.5244561433792114,0.8571845293045044
0.4842528700828552,0.899527907371521,0.5244973301887512,0.857611358165741
0.48392990231513977,0.8999282121658325,0.5242797136306763,0.8577662706375122
0.4836042821407318,0.9005500078201294,0.5241331458091736,0.8576359748840332
0.48330122232437134,0.9008497595787048,0.5240717530250549,0.8574895858764648
0.48299741744995117,0.9011501669883728,0.524121880531311,0.8575392961502075
0.4826955795288086,0.9016571044921875,0.5239284634590149,0.8577274084091187
0.48242050409317017,0.9018436670303345,0.5238468050956726,0.8577303290367126
0.48214656114578247,0.9022715091705322,0.5237195491790771,0.8575519323348999
0.48188015818595886,0.9027431011199951,0.5236310362815857,0.8579339981079102
0.48163023591041565,0.9029825925827026,0.5237628221511841,0.8582717776298523
0.481375515460968,0.9032487869262695,0.5238170623779297,0.8583639860153198
0.4811323285102844,0.9035371541976929,0.523590087890625,0.8584179878234863
0.480898916721344,0.9040017127990723,0.5237993001937866,0.8585095405578613
0.48068323731422424,0.9043923020362854,0.5235268473625183,0.8583700656890869
0.4804653525352478,0.9047104716300964,0.5234856009483337,0.8583583831787109
0.48024994134902954,0.9049704074859619,0.5234583616256714,0.858478307723999
0.4800591766834259,0.9051655530929565,0.5234473347663879,0.8585007190704346
0.47983983159065247,0.9053997993469238,0.5234525203704834,0.8586787581443787
0.4796643555164337,0.9056459665298462,0.5233483910560608,0.8589022755622864
0.4794692397117615,0.9057818651199341,0.5232544541358948,0.8589966297149658
0.47929462790489197,0.9060373306274414,0.5233437418937683,0.8588135242462158
0.47911784052848816,0.9062969088554382,0.523321270942688,0.8588922023773193
0.47893136739730835,0.9062322974205017,0.5233635902404785,0.8589562773704529
0.47878772020339966,0.9064714908599854,0.5230914354324341,0.8593963384628296
0.47861406207084656,0.9065636396408081,0.5232497453689575,0.8592995405197144
0.47845974564552307,0.9069491624832153,0.5230115056037903,0.859628438949585
0.47831466794013977,0.9069114923477173,0.5231005549430847,0.8599292635917664
0.47814881801605225,0.9072608947753906,0.5231078267097473,0.8600220680236816
0.4780160188674927,0.9075492024421692,0.5230634212493896,0.8601915836334229
0.4778669476509094,0.9077317714691162,0.5230693221092224,0.8600673675537109
0.4777300953865051,0.9078793525695801,0.52303147315979,0.8599420785903931
0.477586567401886,0.9080933332443237,0.5228469371795654,0.8601089715957642
0.47745177149772644,0.9080505967140198,0.5228881239891052,0.859928548336029
0.47731783986091614,0.9083507061004639,0.522758960723877,0.8598887324333191
0.47719305753707886,0.9084811806678772,0.522817075252533,0.8600113391876221
0.4770706593990326,0.9084184765815735,0.5229418873786926,0.8600091934204102
0.4769386053085327,0.9087439179420471,0.5227652192115784,0.8597223162651062
0.47680360078811646,0.90877366065979,0.5226005911827087,0.8598247766494751
0.47669991850852966,0.9088082313537598,0.5227102637290955,0.8598647713661194
0.47658202052116394,0.9091867208480835,0.522752046585083,0.8596798181533813
0.4764525592327118,0.9090152382850647,0.5229120254516602,0.8599637746810913
0.4763604998588562,0.9092960357666016,0.5227712988853455,0.8599375486373901
0.47624704241752625,0.9093742966651917,0.5226572155952454,0.85964435338974
0.47613000869750977,0.9093209505081177,0.5225096344947815,0.8594871163368225
0.47603487968444824,0.9092854857444763,0.5226348042488098,0.8595643043518066
0.4759359657764435,0.9095808267593384,0.5226786136627197,0.8595186471939087
