loss,val_loss
0.6989136934280396,0.6981578469276428
0.695770263671875,0.7005138397216797
0.6941125988960266,0.6966449022293091
0.6920920014381409,0.6953943371772766
0.6904110908508301,0.6951345205307007
0.6887198686599731,0.6917786002159119
0.6869080662727356,0.6918580532073975
0.6851750612258911,0.6895220875740051
0.6834174394607544,0.6868780851364136
0.6816610097885132,0.686157763004303
0.6799386143684387,0.6848525404930115
0.6781986951828003,0.6830713152885437
0.6765250563621521,0.6819850206375122
0.674839198589325,0.6807698011398315
0.6732257008552551,0.6788552403450012
0.6715549230575562,0.6763166785240173
0.6698927879333496,0.6758855581283569
0.6682921648025513,0.673746645450592
0.6666909456253052,0.6731002330780029
0.6651349067687988,0.6710621118545532
0.6635587215423584,0.669200599193573
0.6620035171508789,0.6673837900161743
0.6604272127151489,0.6665613055229187
0.6587843298912048,0.664513111114502
0.6571606397628784,0.6628079414367676
0.6555272340774536,0.6622493863105774
0.6538898944854736,0.6603621244430542
0.6522998809814453,0.6588588356971741
0.6507095098495483,0.6573691964149475
0.6491533517837524,0.6553112864494324
0.6476013660430908,0.6542214751243591
0.6460576057434082,0.6524643301963806
0.6444911956787109,0.6516388654708862
0.6429354548454285,0.6498669981956482
0.6413176655769348,0.6476971507072449
0.6397323608398438,0.6462580561637878
0.6381153464317322,0.6454271078109741
0.6365047097206116,0.643090009689331
0.6348806023597717,0.6423001289367676
0.6332231163978577,0.6403374075889587
0.6315771341323853,0.6388487219810486
0.6299461126327515,0.6372617483139038
0.6283119320869446,0.6357129812240601
0.6266871094703674,0.6341635584831238
0.6251038908958435,0.6323806643486023
0.6235522031784058,0.6313470602035522
0.6219903230667114,0.6295680999755859
0.6204291582107544,0.628075122833252
0.6188750863075256,0.6263773441314697
0.6173193454742432,0.6249341368675232
