loss,val_loss
0.6783498525619507,0.6701620221138
0.6435195207595825,0.6419761180877686
0.6180136799812317,0.6215938925743103
0.5993120074272156,0.6067548990249634
0.5841513276100159,0.593690037727356
0.571477472782135,0.5832998156547546
0.5612964630126953,0.5747186541557312
0.5529785752296448,0.5675666332244873
0.545954167842865,0.5613881945610046
0.539908230304718,0.5559048056602478
0.5346817970275879,0.5515502095222473
0.5302160978317261,0.5478906631469727
0.5263422131538391,0.5447624325752258
0.5228904485702515,0.5420147776603699
0.519777774810791,0.5397303104400635
0.5169939398765564,0.5377677083015442
0.5144835114479065,0.5360428094863892
0.5122000575065613,0.5345436930656433
0.5100468397140503,0.5332546234130859
0.5080949664115906,0.5321218371391296
0.5062964558601379,0.5312106013298035
0.5046659111976624,0.5304260849952698
0.5031396150588989,0.5297247171401978
0.5017057657241821,0.5291115045547485
0.500365674495697,0.5286006331443787
0.4990845024585724,0.5281152129173279
0.49789929389953613,0.527664303779602
0.4967849552631378,0.5272853970527649
0.49574223160743713,0.5269960165023804
0.4947429299354553,0.5266960263252258
0.49380332231521606,0.5264630317687988
0.4929219186306,0.5262777805328369
0.49207672476768494,0.5259822010993958
0.49124547839164734,0.525867760181427
0.49047309160232544,0.5256880521774292
0.489740788936615,0.5255041718482971
0.4890526831150055,0.5253865122795105
0.488394170999527,0.5252625942230225
0.48776474595069885,0.5251889228820801
0.4871711730957031,0.5250640511512756
0.4866114854812622,0.5249823331832886
0.4860687553882599,0.5249765515327454
0.48555514216423035,0.5249435901641846
0.48506882786750793,0.5248604416847229
0.4845958948135376,0.5248169302940369
0.48414525389671326,0.5247669816017151
0.48371702432632446,0.5246632099151611
0.48331019282341003,0.5247552990913391
0.48289981484413147,0.5247724056243896
0.48250916600227356,0.5246910452842712
