loss,auc,val_loss,val_auc
0.6920979619026184,0.5205567479133606,0.6885316967964172,0.5652525424957275
0.672598659992218,0.6081126928329468,0.6743865013122559,0.6271487474441528
0.6544095873832703,0.6942986249923706,0.6629272103309631,0.6781942844390869
0.6371438503265381,0.7604997158050537,0.6499105095863342,0.7214158773422241
0.6211779713630676,0.8052502274513245,0.6384630799293518,0.751423716545105
0.6059296131134033,0.8331491947174072,0.6263281106948853,0.7749519348144531
0.5921100974082947,0.8496875166893005,0.6149184703826904,0.7921574711799622
0.5795682668685913,0.8594592213630676,0.604372501373291,0.8042113184928894
0.5681524276733398,0.8660340309143066,0.5948416590690613,0.8133518099784851
0.5580490231513977,0.8705090880393982,0.5859651565551758,0.8207769393920898
