loss,val_loss
0.7016482949256897,0.5082544684410095
0.7539480924606323,0.4947715997695923
0.7030836343765259,0.5003688335418701
0.6539511680603027,0.5165095329284668
0.7229772210121155,0.5320631265640259
0.6997446417808533,0.5362402200698853
0.701348602771759,0.5358775854110718
0.7004619240760803,0.5389837622642517
0.738671064376831,0.5526228547096252
0.6683405041694641,0.564089834690094
0.7029059529304504,0.5594756603240967
0.6486830711364746,0.5507354140281677
0.7166622281074524,0.561464250087738
0.7088695168495178,0.5845454335212708
0.6900516748428345,0.6123681664466858
0.6713830828666687,0.6279482841491699
0.7360849380493164,0.6536487340927124
0.6485262513160706,0.6389761567115784
0.6975190043449402,0.6173273324966431
0.6586507558822632,0.5986107587814331
