loss,val_loss
0.5649834871292114,0.5126133561134338
0.5392467379570007,0.6087021827697754
0.5377411246299744,0.5932145118713379
0.5350344777107239,0.5856928825378418
0.5329755544662476,0.5273509621620178
0.5326738357543945,0.5816236734390259
0.5320848226547241,0.5990157127380371
0.5315801501274109,0.5985029935836792
0.531254768371582,0.5599143505096436
0.5309361219406128,0.6132503747940063
0.5310764312744141,0.6278948783874512
0.5312063694000244,0.5666980743408203
0.5308793783187866,0.537861168384552
0.530464768409729,0.5776093602180481
0.531379222869873,0.6145378351211548
0.530035674571991,0.5718970894813538
0.5299085378646851,0.5514610409736633
0.53012615442276,0.5947407484054565
0.5294622778892517,0.6144777536392212
0.5295332670211792,0.6239091157913208
0.529766321182251,0.5807663798332214
0.5299640893936157,0.5799043774604797
0.5297067165374756,0.5964745879173279
0.5311740040779114,0.60249263048172
0.5299884676933289,0.6118713021278381
0.5295025110244751,0.6074264049530029
0.5293543934822083,0.6076076626777649
0.5294638872146606,0.6237049102783203
0.5295817852020264,0.6218801736831665
0.5304081439971924,0.5976276993751526
0.5290956497192383,0.5877986550331116
0.5292565226554871,0.5974866151809692
0.5290862321853638,0.5885897278785706
0.5290124416351318,0.5833262801170349
0.5288885831832886,0.5646279454231262
0.5297869443893433,0.5617091059684753
0.5289539098739624,0.5509565472602844
0.52886563539505,0.5317816138267517
0.5294349789619446,0.5642246603965759
0.5288612246513367,0.5461174249649048
0.529941976070404,0.5462758541107178
0.5290129780769348,0.5470352172851562
0.5291022658348083,0.5164536237716675
0.5292164087295532,0.5348169803619385
0.5288370847702026,0.5230693221092224
0.5287505388259888,0.5442295670509338
0.5287892818450928,0.560280978679657
0.5291295051574707,0.5584942102432251
0.5285164713859558,0.5914437174797058
0.5286911129951477,0.5628215074539185
