loss,auc,val_loss,val_auc
0.6965535283088684,0.5233017802238464,0.6849858164787292,0.5528731346130371
0.6551841497421265,0.6618191599845886,0.6574589014053345,0.6573870182037354
0.6284802556037903,0.7461192607879639,0.6406896710395813,0.7149710655212402
0.6091534495353699,0.7873373031616211,0.6280125975608826,0.7462893128395081
0.5939337611198425,0.8113561868667603,0.6184336543083191,0.7648264169692993
0.5816162824630737,0.8274507522583008,0.6107358336448669,0.7769598960876465
0.5713087916374207,0.8395785689353943,0.6035760045051575,0.7863413095474243
0.5625571608543396,0.8483142256736755,0.5981037020683289,0.7920678853988647
0.5550626516342163,0.8554642200469971,0.5929111838340759,0.7979297637939453
0.5484817624092102,0.8615823984146118,0.5884035229682922,0.8020983934402466
0.5426355004310608,0.8668360114097595,0.5844584703445435,0.8061925768852234
0.5373893976211548,0.8709338307380676,0.5809005498886108,0.8089927434921265
0.532666802406311,0.8747975826263428,0.5779154896736145,0.8115785717964172
0.5283939838409424,0.8782791495323181,0.57490473985672,0.8140941262245178
0.5244933366775513,0.8810850381851196,0.5724703073501587,0.8159173727035522
0.5209258198738098,0.8838051557540894,0.5701582431793213,0.8172225952148438
0.5176861882209778,0.8859153389930725,0.5681282877922058,0.8190933465957642
0.5147767663002014,0.8881795406341553,0.5661898255348206,0.8204120397567749
0.5121092200279236,0.8902348279953003,0.5643423795700073,0.8217520713806152
0.5096545815467834,0.891711950302124,0.5628557801246643,0.8225663900375366
0.5073980689048767,0.893717885017395,0.5614458918571472,0.8233312964439392
0.5053082704544067,0.8950073719024658,0.55991131067276,0.8238389492034912
0.5033701658248901,0.8963639736175537,0.558768093585968,0.8244746923446655
0.501575231552124,0.8978098630905151,0.5578033328056335,0.8252450227737427
0.49992844462394714,0.8991777896881104,0.5567018389701843,0.8261258006095886
0.49839717149734497,0.8999153971672058,0.555770218372345,0.8266230225563049
0.49697574973106384,0.9009911417961121,0.5548543930053711,0.8271564841270447
0.49565476179122925,0.901818037033081,0.5544140934944153,0.8265962600708008
0.4944429397583008,0.9028215408325195,0.5534923672676086,0.8279234170913696
0.4932931959629059,0.9036548137664795,0.5527806878089905,0.8284994959831238
0.49222683906555176,0.9042589664459229,0.5522411465644836,0.8286011219024658
0.49123167991638184,0.9052442312240601,0.5516989231109619,0.828754186630249
0.4902912974357605,0.905852198600769,0.5512096285820007,0.8287776708602905
0.48940348625183105,0.9064142107963562,0.5507142543792725,0.8292005062103271
0.48856449127197266,0.9073367118835449,0.5503365993499756,0.8292185664176941
0.487781822681427,0.9077086448669434,0.5500602126121521,0.8296459317207336
0.4870338439941406,0.9083302617073059,0.5498239994049072,0.8302892446517944
0.48633652925491333,0.9088039994239807,0.5496110320091248,0.8303520679473877
0.4856760501861572,0.9091826677322388,0.5492190718650818,0.8306925892829895
0.4850534200668335,0.9094796180725098,0.5490943789482117,0.8304431438446045
0.484465092420578,0.9100440144538879,0.5487263798713684,0.8309366703033447
0.48390209674835205,0.9103232622146606,0.5485168695449829,0.8306678533554077
0.4833546280860901,0.9107339978218079,0.5482624173164368,0.8304401636123657
0.48285409808158875,0.910907506942749,0.5480549931526184,0.8302927017211914
0.48237189650535583,0.9111781120300293,0.5479366779327393,0.83018559217453
0.4819176495075226,0.9113558530807495,0.5478190779685974,0.830060601234436
0.4814780354499817,0.9111739993095398,0.5479905605316162,0.8299697041511536
0.4810695946216583,0.9118117690086365,0.547818124294281,0.8295033574104309
0.4806755781173706,0.9118884801864624,0.5476650595664978,0.8300317525863647
0.48029887676239014,0.9119797945022583,0.5476097464561462,0.8303240537643433
0.47993797063827515,0.9121587872505188,0.5475994944572449,0.8302026987075806
0.47958892583847046,0.912434458732605,0.5474039912223816,0.8299242258071899
0.47927001118659973,0.9127743244171143,0.5474152565002441,0.8299505710601807
0.47895434498786926,0.9125844836235046,0.5475101470947266,0.8293550610542297
0.4786575138568878,0.9131773710250854,0.5473499298095703,0.8292510509490967
0.4783709943294525,0.9132403135299683,0.5474784970283508,0.8288958072662354
0.4780953526496887,0.9134400486946106,0.5473094582557678,0.8290689587593079
0.4778261184692383,0.9136676788330078,0.5474122166633606,0.8289647102355957
0.47756636142730713,0.9138778448104858,0.5474556088447571,0.8288191556930542
0.4773043692111969,0.9143160581588745,0.5471259355545044,0.8288530111312866
