,group_ID,0.0011876484560570072,0.0023752969121140144,0.0035629453681710215,0.004750593824228029,0.0059382422802850355,0.007125890736342043,0.00831353919239905,0.009501187648456057,0.010688836104513063,0.011876484560570071,0.014251781472684086,0.015439429928741092,0.0166270783847981,0.02494061757719715,0.032066508313539195,0.0344418052256532,0.048693586698337295
0,G0001,0.0011876484560570072,0.0023752969121140144,0.0035629453681710215,0.004750593824228029,0.0,0.0,0.0,0.0,0.010688836104513063,0.0,0.014251781472684086,0.015439429928741092,0.0,0.0,0.0,0.0,0.0
1,G0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015439429928741092,0.0,0.0,0.0,0.0,0.0
2,G0003,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344418052256532,0.048693586698337295
3,G0004,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.0,0.009501187648456057,0.010688836104513063,0.011876484560570071,0.014251781472684086,0.0,0.0,0.0,0.032066508313539195,0.0,0.048693586698337295
4,G0005,0.0011876484560570072,0.0023752969121140144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,G0006,0.0011876484560570072,0.0,0.0,0.0,0.0059382422802850355,0.007125890736342043,0.0,0.0,0.010688836104513063,0.0,0.014251781472684086,0.015439429928741092,0.0,0.0,0.032066508313539195,0.0344418052256532,0.048693586698337295
6,G0007,0.0011876484560570072,0.0023752969121140144,0.0035629453681710215,0.004750593824228029,0.0,0.0,0.0,0.0,0.010688836104513063,0.0,0.0,0.0,0.0,0.0,0.032066508313539195,0.0,0.048693586698337295
7,G0008,0.0,0.0023752969121140144,0.0,0.0,0.0,0.007125890736342043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344418052256532,0.048693586698337295
8,G0009,0.0011876484560570072,0.0,0.0,0.004750593824228029,0.0,0.0,0.0,0.0,0.010688836104513063,0.011876484560570071,0.0,0.0,0.0,0.0,0.032066508313539195,0.0,0.0
9,G0010,0.0011876484560570072,0.0,0.0035629453681710215,0.0,0.0059382422802850355,0.0,0.0,0.009501187648456057,0.010688836104513063,0.0,0.0,0.0,0.0166270783847981,0.0,0.032066508313539195,0.0344418052256532,0.048693586698337295
10,G0011,0.0011876484560570072,0.0,0.0,0.0,0.0059382422802850355,0.0,0.0,0.0,0.010688836104513063,0.0,0.0,0.015439429928741092,0.0,0.0,0.0,0.0,0.048693586698337295
11,G0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014251781472684086,0.0,0.0,0.0,0.0,0.0,0.0
12,G0013,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
