,technique_ID,mitigation_ID,0.022929936305732482,0.024203821656050957,0.02802547770700637,0.033121019108280254,0.045859872611464965,0.04713375796178344,0.049681528662420385,0.05477707006369427,0.05605095541401274,0.05732484076433121,0.08025477707006369,0.12229299363057325,0.14394904458598726,0.23439490445859873
0,T1548,"['m1047', 'm1038', 'm1028', 'm1026', 'm1022', 'm1052']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
1,T1548.002,"['m1047', 'm1026', 'm1051', 'm1052']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
2,T1548.004,['m1038'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
3,T1548.001,['m1028'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
4,T1548.003,"['m1028', 'm1026', 'm1022']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
5,T1134,"['m1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
6,T1134.002,"['m1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
7,T1134.003,"['m1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
8,T1134.004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
9,T1134.005,['m1015'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
10,T1134.001,"['m1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12229299363057325,0.0,0.23439490445859873
11,T1531,,0.0,0.0,0.0,0.033121019108280254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,T1087,['m1028'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05605095541401274,0.0,0.0,0.0,0.0,0.0
13,T1087.004,"['m1047', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05605095541401274,0.0,0.0,0.0,0.0,0.0
14,T1087.002,['m1028'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05605095541401274,0.0,0.0,0.0,0.0,0.0
15,T1087.003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05605095541401274,0.0,0.0,0.0,0.0,0.0
16,T1087.001,['m1028'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05605095541401274,0.0,0.0,0.0,0.0,0.0
17,T1098,"['m1032', 'm1030', 'm1028', 'm1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394904458598726,0.0
18,T1098.001,"['m1032', 'm1030', 'm1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394904458598726,0.0
19,T1098.003,"['m1032', 'm1026', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394904458598726,0.0
20,T1098.002,"['m1042', 'm1032', 'm1026']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394904458598726,0.0
21,T1098.005,['m1032'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394904458598726,0.0
22,T1098.004,"['m1042', 'm1022', 'm1018']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394904458598726,0.0
23,T1650,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
24,T1583,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
25,T1583.005,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
26,T1583.002,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
27,T1583.001,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
28,T1583.008,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
29,T1583.004,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
30,T1583.007,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
31,T1583.003,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
32,T1583.006,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05732484076433121,0.0,0.0,0.0,0.0
33,T1595,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05477707006369427,0.0,0.0,0.0,0.0,0.0,0.0
34,T1595.001,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05477707006369427,0.0,0.0,0.0,0.0,0.0,0.0
35,T1595.002,['m1056'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05477707006369427,0.0,0.0,0.0,0.0,0.0,0.0
36,T1595.003,"['m1042', 'm1056']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05477707006369427,0.0,0.0,0.0,0.0,0.0,0.0
37,T1557,"['m1042', 'm1041', 'm1037', 'm1035', 'm1031', 'm1030', 'm1017']",0.0,0.0,0.0,0.0,0.0,0.04713375796178344,0.0,0.0,0.0,0.0,0.08025477707006369,0.0,0.0,0.0
38,T1557.002,"['m1042', 'm1041', 'm1037', 'm1035', 'm1031', 'm1017']",0.0,0.0,0.0,0.0,0.0,0.04713375796178344,0.0,0.0,0.0,0.0,0.08025477707006369,0.0,0.0,0.0
39,T1557.003,"['m1037', 'm1031']",0.0,0.0,0.0,0.0,0.0,0.04713375796178344,0.0,0.0,0.0,0.0,0.08025477707006369,0.0,0.0,0.0
40,T1557.001,"['m1042', 'm1037', 'm1031', 'm1030']",0.0,0.0,0.0,0.0,0.0,0.04713375796178344,0.0,0.0,0.0,0.0,0.08025477707006369,0.0,0.0,0.0
41,T1071,['m1031'],0.0,0.0,0.0,0.0,0.0,0.0,0.049681528662420385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,T1071.004,"['m1037', 'm1031']",0.0,0.0,0.0,0.0,0.0,0.0,0.049681528662420385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,T1071.002,['m1031'],0.0,0.0,0.0,0.0,0.0,0.0,0.049681528662420385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,T1071.003,['m1031'],0.0,0.0,0.0,0.0,0.0,0.0,0.049681528662420385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,T1071.001,['m1031'],0.0,0.0,0.0,0.0,0.0,0.0,0.049681528662420385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
